rank	candidate_id	title	buyer	deadline	value	currency	band	reasons	scope_dce	deep_batch
718	PL-BZP:08defc59-a7ae-8273-962b-12000115bfa6	Nadzór przyrodniczy nad zad. pn.: Rozbudowa ul. Lwowskiej od km 1+555,99 do km 2+803,77 w ciągu drogi kraj. nr 73 w ramach zadania inwestycyjnego pn. „IDEA TARNÓW–ULICA LWOWSKA–TRANSPORT BEZ	Zarząd Dróg i Komunikacji w Tarnowie	2026-08-26T07:00:00+00:00			LOW			batch-071.json
719	PL-BZP:08defc32-2ec6-a04f-962b-1200014af4ac	Zakup wraz z dostawą materiałów sanitarnych do wykonania instalacji c.o. w budynku znajdującym się przy ul. Niechodzkiej 3 w Ciechanowie	Towarzystwo Budownictwa Społecznego Sp. z o. o. w Ciechanowie	2026-08-25T07:00:00+00:00			LOW			batch-071.json
720	PL-BZP:08defc59-4082-74f7-962b-12000115bf9f	Świadczenie usług asystenta osobistego osoby z niepełnosprawnością	GMINNY OŚRODEK POMOCY SPOŁECZNEJ	2026-08-25T06:00:00+00:00			LOW			batch-071.json
721	PL-BZP:08defc53-ac1b-c169-962b-12000115bed2	Sukcesywne dostawy artykułów spożywczych w podziale na 15 części	Mazowiecka Wojewódzka Komenda Ochotniczych Hufców Pracy w Warszawie	2026-08-25T06:00:00+00:00			LOW			batch-072.json
722	GR-KHMDHS:26PROC019635565	ΠΥΠ ΥΠ΄ ΑΡΙΘΜ. Β-240/2026 - 7100052105	ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ	2026-08-21T15:00:00+00:00	17534.35	EUR	LOW			batch-072.json
723	GR-KHMDHS:26PROC019634752	Συνδρομές σε εφημερίδες, περιοδικά & ηλεκτρονικά μέσα, για τα έτη 2026-2027-ΟΜΑΔΑ Α.7. Ετήσια ομαδι	ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ	2026-08-26T13:00:00+00:00	354.0	EUR	LOW			batch-072.json
724	GR-KHMDHS:26PROC019633959	Συνδρομές σε εφημερίδες, περιοδικά & ηλεκτρονικά μέσα, για τα έτη 2026-2027-ΟΜΑΔΑ Α.1.Συνδρομή στη	ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ	2026-08-26T13:00:00+00:00	1825.0	EUR	LOW			batch-072.json
725	PL-BZP:08defc59-af42-9e0a-962b-12000115bfa9	„Usługa ochrony osób i mienia w obiektach Prokuratury Regionalnej w Łodzi”	Prokuratura Regionalna w Łodzi	2026-08-26T09:00:00+00:00			LOW			batch-072.json
726	PL-BZP:08defc30-824a-0772-962b-1200014af46e	DOSTAWA SPEKTROMETRÓW DO INSTYTUTU CHEMII FIZYCZNEJ PAN	INSTYTUT CHEMII FIZYCZNEJ PAN	2026-08-25T08:00:00+00:00			LOW			batch-072.json
727	GR-KHMDHS:26PROC019638157	ΠΡΟΣΚΛΗΣΗ ΥΠΟΒ. ΠΡΟΣΦΟΡΑΣ 577/2026 ΤΑΚΤΟΠΟΙΗΣΗ ΑΥΘΑΙΡΕΤΩΝ ΚΑΤΑΣΚΕΥΩΝ ΣΥΜΦΩΝΑ ΜΕ ΤΟ ΝΟΜΟ 4495/2017	ΑΞΙΟΠΟΙΗΣΗ ΤΟΥΡΙΣΤΙΚΩΝ ΑΚΙΝΗΤΩΝ ΔΗΜΟΥ ΑΡΙΣΤΟΤΕΛΗ ΔΑΕ	2026-08-21T12:00:00+00:00	5500.0	EUR	LOW			batch-072.json
728	PL-BZP:08defc55-9d14-f605-962b-12000115bf0a	Na zakup środka transportu z napędem hybrydowym w ramach projektu Wsparcie infrastrukturalne Centrów Zdrowia Psychicznego dla dorosłych oraz ośrodków / zespołów środowiskowej opieki psycholo	Samodzielny Publiczny Zespół Zakładów Opieki Zdrowotnej	2026-08-26T08:00:00+00:00			LOW			batch-072.json
729	GR-KHMDHS:26PROC019634770	44757-PLUVICTO	ΓΕΝΙΚΟ ΝΟΣΟΚΟΜΕΙΟ «ΕΛΕΝΑ ΒΕΝΙΖΕΛΟΥ-ΑΛΕΞΑΝΔΡΑ» ΟΡΓΑΝΙΚΗ ΜΟΝΑΔΑ ΑΛΕΞΑΝΔΡΑ	2026-08-21T12:00:00+00:00	20000.0	EUR	LOW			batch-072.json
730	PL-BZP:08defc5b-c96d-89da-962b-12000115bfe3	Przygotowanie i porcjowanie gorących posiłków dla podopiecznych MGOPS w Piasecznie i ich dostawa do siedziby Jadłodajni Miejskiej lub do miejsc zamieszkania podopiecznych na terenie gminy Pi	Urząd Miasta i Gminy Piaseczno	2026-08-25T07:00:00+00:00			LOW			batch-072.json
731	PL-BZP:08defc53-1c61-036a-962b-12000115beb9	„Przewóz dzieci niepełnosprawnych zamieszkałych na terenie gminy Cekcyn z miejsca zamieszkania do ośrodka kształcenia i z powrotem”	Gminny Zespół Oświatowy w Cekcynie	2026-08-25T07:00:00+00:00			LOW			batch-073.json
732	PL-BZP:08defc2c-306d-697c-962b-1200014af3fa	Kompleksowa organizacja udziału podkarpackich MŚP w targach Australian International Airshow w Australii.	Województwo Podkarpackie	2026-08-26T08:00:00+00:00			LOW			batch-073.json
733	PL-BZP:08defc38-73c2-d9e7-962b-1200014af550	Dostawa mobilnego rozdrabniacza szybkoobrotowego do odpadów biodegradowalnych na potrzeby Zakładu Przetwarzania i Unieszkodliwiania Odpadów w Czerwonym Borze	Przedsiębiorstwo Gospodarki Komunalnej Sp. z o.o. w Zambrowie	2026-08-25T07:00:00+00:00			LOW			batch-073.json
734	WORLD-BANK:OP00015117	Bangladesh Integrated Agricultural Productivity Project					LOW		.0pt">:</span></p> <p class="MsoBodyText2" style="MARGIN: 0in 0in 0pt; TEXT-INDENT: 0.5in; LINE-HEIGHT: normal; TEXT-ALIGN: justify"><span s	batch-073.json
735	US-SAM:eff0352a48d249619d9fb777d40cfbeb	Sensor Agnostic Emulator & Trainer (SAET)	DEPT OF DEFENSE	2026-09-18T20:00:00+00:00			LOW		===== FILE: files/Request_for_Information_28RFI_29_17_Aug_2026.pdf ===== Page 1 of 4 Request for Information (RFI) Support to the Air Force 	batch-073.json
736	US-SAM:29d044781cc146ef810c3ef0af56886e	Siemens Industry Software Inc � Altair Units	DEPT OF DEFENSE	2026-08-21T16:00:00+00:00			LOW		===== FILE: files/BOM-EAST-659---RQVV---Software---Altair2026.xlsx ===== [SHEET BOM] BILL OF MATERIALS | | | | CSRD Title | Altair 2026 | | 	batch-073.json
737	WORLD-BANK:OP00018214	Road Sector Project					LOW			batch-073.json
738	WORLD-BANK:OP00000287	ST. LUCIA HIV/AIDS PREVENTION & CONTROL					LOW			batch-073.json
739	WORLD-BANK:OP00007146	LR-Public Financial Management - IFMIS					LOW			batch-073.json
740	PL-BZP:08defceb-84a4-59dc-962b-12000115c3ba	USŁUGA-Przeprowadzenie szkolenia dla 10 osób bezrobotnych lub poszukujących pracy p.n. OPIEKUN OSÓB STARSZYCH, NIEPEŁNOSPRAWNYCH	Powiatowy Urząd Pracy w Ostrowcu Świętokrzyskim	2026-08-26T08:00:00+00:00			LOW			batch-073.json
741	PL-BZP:08defcee-19c2-6e1b-962b-12000115c3e6	USŁUGA-Przeprowadzenie szkolenia dla 10 osób bezrobotnych lub poszukujących pracy p.n. SPRZEDAWCA ZE ZNAJOMOŚCIĄ PAKIETU MS OFFICE, OBSŁUGI KASY FISKALNEJ I TERMINALA PŁATNICZEGO	Powiatowy Urząd Pracy w Ostrowcu Świętokrzyskim	2026-08-26T08:30:00+00:00			LOW			batch-074.json
742	PL-BZP:08defcec-9399-44b2-962b-12000115c3c7	USŁUGA-Przeprowadzenie szkolenia dla 15 osób bezrobotnych lub poszukujących pracy p.n. PRACOWNIK ADMINISTRACYJNO-BIUROWY	Powiatowy Urząd Pracy w Ostrowcu Świętokrzyskim	2026-08-26T08:15:00+00:00			LOW			batch-074.json
743	PL-BZP:08defd07-06be-6251-962b-12000115c71e	Świadczenie usług opiekuńczych w domu uczestnika	GMINNY OŚRODEK POMOCY SPOŁECZNEJ	2026-08-27T06:00:00+00:00			LOW			batch-074.json
744	PL-BZP:08def452-81b7-5888-962b-120001ebcbd7	Remont nakładka asfaltowa Białowola	GMINNY ZAKŁAD OBSŁUGI KOMUNALNEJ GMINY ZAMOŚĆ	2026-08-25T07:00:00+00:00			LOW			batch-074.json
745	PL-BZP:08defcf5-df60-1d2b-962b-12000115c4ae	Remont kojców dla psów służbowych KPP Nowa Sól	Komenda Wojewódzka Policji w Gorzowie Wlkp.	2026-09-04T08:00:00+00:00			LOW			batch-074.json
746	PL-BZP:08defcff-657c-cba4-962b-12000115c604	2026 - Sukcesywna dostawa materiałów medycznych na potrzeby Szpital Na Wyspie Sp. z o.o. w Żarach	Szpital Na Wyspie Sp. z o.o.	2026-08-26T08:00:00+00:00			LOW			batch-074.json
747	PL-BZP:08defc46-74ed-6953-962b-12000115bccc	Dostosowanie budynku przy Al. Chruściela 1/3 na potrzeby Poradni Psychologiczno - Pedagogicznej w formule „zaprojektuj i wybuduj”	Miasto Stołeczne Warszawa Dzielnica Rembertów	2026-09-07T08:30:00+00:00			LOW			batch-074.json
748	PL-BZP:08defc56-5295-1341-962b-12000115bf22	Przygotowanie i dowóz posiłków do Publicznego Gminnego Przedszkola „Bocianie gniazdo” i Klubu dziecięcego „Pod bocianim skrzydłem” w Krzyżanowie w roku szkolnym 2026/2027 (system cateringu)	Gmina Krzyżanów	2026-08-25T06:00:00+00:00			LOW			batch-074.json
749	PL-BZP:08def77f-4c57-ffe8-962b-1200011b9594	,,Świadczenie usługi sprzątania pomieszczeń PAP S.A. w likwidacji”	POLSKA AGENCJA PRASOWA SPÓŁKA AKCYJNA W LIKWIDACJI	2026-08-26T10:00:00+00:00			LOW			batch-074.json
750	PL-BZP:08def2d6-7a59-7447-962b-12000166a6ba	„Budowa i modernizacja drogi dojazdowej do gruntów rolnych w obrębie Zarzecze, dz. ewid. nr 160, 161.”	Gmina Nisko	2026-08-25T08:00:00+00:00			LOW			batch-074.json
751	PL-BZP:08def471-1d47-a743-962b-120001d34042	Remont elewacji Żłobka nr 12, oraz wykonanie wygrodzenia placu zabaw Żłobka 33, z podziałem na 2 części.	Miejski Zespół Żłobków w Łodzi	2026-08-24T09:00:00+00:00			LOW			batch-075.json
752	PL-BZP:08def47f-7214-489b-962b-120001d60a3b	Zakup i dostawa drobnego sprzętu medycznego	WOJEWÓDZKI SZPITAL SPECJALISTYCZNY IM. ŚW. JADWIGI W OPOLU	2026-08-21T06:00:00+00:00			LOW			batch-075.json
753	TED:566899-2026	Latvia – Electricity supplies – Kompakto transformatoru apakšstaciju iegāde / Supply of compact transformer substations	Akciju sabiedrība "Sadales tīkls"	2026-08-25T11:00:00+02:00			LOW			batch-075.json
754	PL-BZP:08defc4e-c29d-a820-962b-12000115be11	Wykonanie robót rozbiórkowych w podziale na 2 części: część 1: ul. Dąbrowskiego 36 część 2: ul. Limanowskiego 107	Zarząd Lokali Miejskich	2026-09-01T10:00:00+00:00			LOW			batch-075.json
755	PL-BZP:08defc71-76e7-d9e0-962b-12000115c136	Remont wybranych odcinków dróg tłuczniem kamiennym	GMINA ŁUKÓW	2026-09-01T08:00:00+00:00			LOW			batch-075.json
756	PL-BZP:08defc6e-194d-6a86-962b-12000115c124	Budowa nowych punktów świetlnych w Gminie Górno (4 części)	GMINA GÓRNO	2026-09-01T07:00:00+00:00			LOW			batch-075.json
757	PL-BZP:08defc73-423e-3072-962b-12000115c140	Remont drogi na ul. Brzozowej w Sosnówce	Gmina Podgórzyn	2026-09-02T10:00:00+00:00			LOW			batch-075.json
758	PL-BZP:08defc49-d647-ab0d-962b-12000115bd49	Opracowanie dokumentacji projektowo-kosztorysowej dla zadania: „Budowa dróg rowerowych w pasie dróg gminnych zlokalizowanych w miejscowości Zawadzkie”	Gmina Zawadzkie	2026-08-27T06:00:00+00:00			LOW			batch-075.json
759	PL-BZP:08def6a9-56a4-6e41-962b-1200012681ba	Kompleksowe usługi pogrzebowe - bieżące sprawianie pochówków	Ośrodek Pomocy Społecznej Dzielnicy Ochota m.st. Warszawy	2026-08-19T10:00:00+00:00			LOW			batch-075.json
760	PL-BZP:08def6c3-8f63-e100-962b-120001268538	"Zakup wraz z dostawą agregatów prądotwórczych” w ramach zadania polegającego na realizacji Programu OLiOC	GMINA NOWA BRZEŹNICA	2026-08-19T08:00:00+00:00			LOW			batch-075.json
761	PL-BZP:08def790-3449-5bff-962b-12000107209a	Wykonanie robót budowlanych w zakresie wymiany bram garażowych budynku Oddziału ZUS w Rybniku przy ul. Reymonta 2	Zakład Ubezpieczeń Społecznych Oddział w Rybniku	2026-08-27T07:00:00+00:00			LOW			batch-076.json
762	PL-BZP:08def475-8be7-21ed-962b-120001d60877	„Adaptacja pomieszczeń piwnicznych Samorządowego Przedszkola w Rusinowie z siedzibą w Gałkach na miejsce doraźnego schronienia”	Gmina Rusinów	2026-08-24T08:00:00+00:00			LOW			batch-076.json
763	GR-KHMDHS:26PROC019635453	ΠΥΠ ΥΠ΄ ΑΡΙΘΜ. Β-234/2026 - 7100052230	ΥΠΟΥΡΓΕΙΟ ΕΘΝΙΚΗΣ ΑΜΥΝΑΣ	2026-08-21T15:00:00+00:00	29848.88	EUR	LOW			batch-076.json
764	SK-UVO:520470	Likvidácia a zneškodnenie odpadov – DNS	Ministerstvo obrany Slovenskej republiky			EUR	LOW			batch-076.json
765	PL-BZP:08defc55-b89e-2af3-962b-12000115bf0e	Przebudowa ulicy Wolności przy cmentarzu w Golinie oraz remont odcinka drogi gminnej- ul. Wolności w Golinie	GMINA JAROCIN	2026-09-01T08:00:00+00:00			LOW			batch-076.json
766	PL-BZP:08def2e8-5aab-f658-962b-12000183c8ee	Przebudowa drogi gminnej nr 674350P w miejscowości Piątek Wielki- etap I	Gmina i Miasto Stawiszyn	2026-08-24T08:00:00+00:00			LOW			batch-076.json
767	PL-BZP:08def383-7889-4ce5-962b-1200019cd2e7	Przebudowa odcinka drogi powiatowej Nr 1608 O w miejscowości Nowy Las	Powiat Nyski	2026-08-21T07:00:00+00:00			LOW			batch-076.json
768	PL-BZP:08def207-33ca-b0b6-962b-1200010b7028	Modernizacja boiska wielofunkcyjnego oraz boiska do siatkówki plażowej na terenie MOSiR w Aleksandrowie Łódzkim	Gmina Aleksandrów Łódzki	2026-08-19T09:00:00+00:00			LOW			batch-076.json
769	US-SAM:e90e22d612a440df88d884b25e5c03a9	6505--Lisinopril Tablets (VA-27-00004937)	VETERANS AFFAIRS, DEPARTMENT OF	2026-09-24T19:30:00+00:00			LOW		an NDC number that is unique to the offeror. The successful offeror/contractor's label with its unique NDC shall be the only label on the pr	batch-076.json
770	TED:558243-2026	Croatia – Construction, foundation and surface works for highways, roads – Rekonstrukcija županijske ceste ŽC 6142, Tugare	ŽUPANIJSKA UPRAVA ZA CESTE SPLIT	2026-09-15T12:00:00+02:00	10500000.0	EUR	LOW			batch-076.json
771	PL-BZP:08defc39-30b9-5ea6-962b-1200014af56c	Zakup i dostawa sprzętu jednorazowego użytku na potrzeby Bloku Operacyjnego	"SZPITAL POWIATOWY W RAWICZU" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ	2026-08-25T07:00:00+00:00			LOW			batch-077.json
772	PL-BZP:08def6d0-3a4c-7bb0-962b-120001b3f463	„Termomodernizacja budynku Szkoły Podstawowej nr 3 w Ząbkowicach Śląskich”	Gmina Ząbkowice Śląskie	2026-08-25T08:00:00+00:00			LOW			batch-077.json
773	PL-BZP:08def20b-3d7d-d183-962b-1200010b70c1	Przebudowa ulicy Sportowej w Lubomierzu	GMINA LUBOMIERZ	2026-08-19T10:00:00+00:00			LOW			batch-077.json
774	WORLD-BANK:OP00000076	Irrigation & Drainage Rehabilitation Project (Serbia)					LOW		<INS cite=mailto:IRRP dateTime=2006-01-09T10:21>for </INS></SPAN></SPAN><SPAN style="FONT-SIZE: 12pt; FONT-FAMILY: 'Times New Roman'"><SPAN 	batch-077.json
775	TED:566674-2026	Latvia – Lifting and handling equipment – Noliktavas tehnikas vienību (štābelētāju, palešu pārvadātāju, elektroiekrāvēju un traktortipa iekrāvēju) iegāde	Valsts aizsardzības loģistikas un iepirkumu centrs	2026-09-07T11:00:00+02:00			LOW			batch-077.json
776	SK-UVO:551746	SPŠ stavebná a geodetická, Lermontovova 1, Košice: Vzdelávacie kurzy - O	Košický samosprávny kraj			EUR	LOW			batch-077.json
777	WORLD-BANK:OP00027998	China: Gansu Rural-Urban Integration Project					LOW			batch-077.json
778	PL-BZP:08defc55-a096-fdbb-962b-12000115bf0b	Dostawa sprzętu laboratoryjnego na potrzeby ZBFŻ w InLife	InLife Instytut Rozrodu Zwierząt i Badań Żywności Polskiej Akademii Nauk	2026-08-25T08:00:00+00:00			LOW			batch-077.json
779	WORLD-BANK:OP00023242	Improving Resilience to Seismic Risk					LOW			batch-077.json
780	WORLD-BANK:OP00012365	Geothermal Clean Energy Investment Project					LOW			batch-077.json
781	WORLD-BANK:OP00029384	Second Lao Environment & Social Project (formerly Protected Area and Wildlife Project)					LOW			batch-078.json
782	WORLD-BANK:OP00017171	Cebu Bus Rapid Transit (BRT) Project					LOW			batch-078.json
783	WORLD-BANK:OP00003821	Brazil Pernambuco Sustainable Water					LOW			batch-078.json
784	TED:567970-2026	Latvia – Accident and health insurance services – Veselības un nelaimes gadījumu apdrošināšanas pakalpojumu sniegšana SIA “Rīgas meži”	SIA “Rīgas meži”	2026-08-31T09:00:00+02:00			LOW			batch-078.json
785	US-SAM:64f2c70600c74d54909119def3501db2	USCG and CBP C-130J Missionization Effort (Minotaur Mission Systems+)	HOMELAND SECURITY, DEPARTMENT OF	2026-09-17T14:00:00+00:00			LOW	post-production	===== FILE: files/USCG-AIR-A1-Missionization_Continuation-RFI_amended_17_AUG_2026.pdf ===== Request for Information (RFI) Purpose: The Unite	batch-078.json
786	US-SAM:3fb1901d691243d09ecd66ce86b66639	Polaris Discovery Program	DEPT OF DEFENSE	2026-08-24T15:00:00+00:00			LOW		, Intune/ADUC, Palo Alto, CiscoRImplementing and AdministeringCiscoRSolutions v1.0, CiscoRConfiguringBGP on CiscoRRouters v4.0, COMPTIA NETW	batch-078.json
787	PL-BZP:08defc58-a661-d71a-962b-12000115bf82	Świadczenie usług w zakresie podstawiania pojemników i kontenerów wraz z wywozem odpadów komunalnych stałych, segregowanych, liści, gruzu, odpadów budowlanych	Politechnika Morska w Szczecinie	2026-08-25T08:00:00+00:00			LOW			batch-078.json
788	TED:568326-2026	Latvia – Electricity – Elektroenerģijas piegāde aizsargātajiem lietotājiem SIA “Rīgas nami” sociālajās un īres dzīvojamās mājās	SIA "Rīgas nami"	2026-09-14T09:00:00+02:00			LOW			batch-078.json
789	PL-BZP:08defc5b-8ae8-83c6-962b-12000115bfd9	Dostawa art. spożywczych różnych asortymentów na potrzeby Zakładu Karnego w Raciborzu z podziałem na 2 części	Zakład Karny w Raciborzu	2026-08-28T08:00:00+00:00			LOW			batch-078.json
790	WORLD-BANK:OP00009614	Improving Fiscal Management and Tax Compliance Capacity in the Government of Armenia					LOW			batch-078.json
791	PL-BZP:08def7dd-5178-e4be-962b-1200017ebd9d	„Wykonanie prac remontowych w budynkach Uzdrowiska Rabka S.A. – Budynek: Willa Świt, Sanatorium Wierchy, Agregatorownia Olszówka i Jagiellonka, Rabczański Zdrój, ZPL, z podziałem na siedem c	"UZDROWISKO RABKA" SPÓŁKA AKCYJNA	2026-08-26T07:00:00+00:00			LOW			batch-079.json
792	PL-BZP:08def2cf-4019-6106-962b-12000166a579	Przebudowa ulicy Biesak na odcinku ok. 980 m w ramach zadania pn.: „Program przebudowy nawierzchni ulic na terenie Miasta Kielce – Kielce bez dziur”	Gmina Kielce - Miejski Zarząd Dróg w Kielcach	2026-08-21T07:30:00+00:00			LOW			batch-079.json
793	US-SAM:5f2e1fbfab2644aaa67423480847acdf	Medical Laboratory Staffing Services - Phoenix Area IHS	HEALTH AND HUMAN SERVICES, DEPARTMENT OF	2026-08-19T19:00:00+00:00			LOW		ibed processes. INTRODUCTION It is the intent of the Phoenix Area Indian Health Service (PAIHS) to establish a Blanket Purchase Agreement (B	batch-079.json
794	TED:567824-2026	Germany – Sanitary fixture installation work – Sanitärarbeiten	Der Kreisausschuss, Hochbau- und Liegenschaftsamt	2026-08-28T23:59:59+02:00			LOW		Innenschale zur Reinigung herausnehmba, austauschbarer Bürstenkopf aus schwarzem Kunststoff, Gehäuse und Bürstenstange aus Edelstahl seidenm	batch-079.json
795	ZA_ETENDERS_OCDS:ocds-9t57fa-165555-2026-08-14	COR 01/2026/27	Theewaterkloof Municipality	2026-09-18T12:00:00+00:00		ZAR	LOW		main entrance, 6 Plein Street, Caledon. Telegraphic, telephonic, telex, facsimile, electronic/e-mailed and late tenders will not be accepted	batch-079.json
796	ZA_ETENDERS_OCDS:ocds-9t57fa-165757-2026-08-17	13/2026-2027T	Senqu Local Municipality	2026-09-21T12:00:00+00:00		ZAR	LOW		the tender number and title, and the closing date indicated on the envelope and deposited in the tender box at the address, and by the date 	batch-079.json
797	US-SAM:99abb368e89347c7b4b35ecc672380dd	J065--BD PYXIS (CATO) Maintenance Support Services	VETERANS AFFAIRS, DEPARTMENT OF	2026-09-04T21:00:00+00:00			LOW		===== FILE: files/36C26326Q1034_1.docx ===== GENERAL INFORMATION PLACE OF PERFORMANCE ADDITIONAL INFORMATION DESCRIPTION NOTICE OF INTENT TO	batch-079.json
798	WORLD-BANK:OP00029590	Guyana Flood Risk Management					LOW			batch-079.json
799	US-SAM:331e787970d844f6978efea205da3a05	Flex Space Equipment	DEPT OF DEFENSE	2026-08-20T15:00:00+00:00			LOW			batch-079.json
800	US-SAM:3019588d6b03449b9a9993f98fa96201	Solicitation Amendment 0001- Bulk Dinitrogen Tetroxide (N2O4) AESP Requirement	DEPT OF DEFENSE	2026-08-26T21:00:00+00:00			LOW		The Defense Logistics Agency (DLA) Aerospace Energy, as the Department of War (DoW) Integrated Materiel Manager (IMM) for Aerospace Energy p	batch-079.json
801	US-SAM:defbb2be11f747f1ab44c72166bd32bf	SILVER CYANIDE	DEPT OF DEFENSE	2026-08-19T16:00:00+00:00			LOW	training-course	DATE 7. FOR SOLICITATION INFORMATION CALL: a. NAME b. TELEPHONE NUMBER (No collect calls) 8. OFFER DUE DATE/ LOCAL TIME 9. ISSUED BY 13b. RA	batch-080.json
802	WORLD-BANK:OP00019635	Rural Service Delivery and Local Governance Preparation and Pilot					LOW			batch-080.json
803	US-SAM:e2df063e4c5f4461ae4f2339231c9918	Fan Assembly, Centrifugal	DEPT OF DEFENSE	2026-09-24T17:00:00+00:00			LOW		tive ************ AS7311 Electronic Contracting Provision (a) All DLA Weapons Support (Warren)solicitations will be publicized on the Contra	batch-080.json
804	US-SAM:f44578f4cdb8459f8e40100ce205763c	Engine test cell PLC upgrade	DEPT OF DEFENSE	2026-08-20T17:00:00+00:00			LOW		nd all I/O module catalog numbers and quantities? See attachments 2. Can you provide the existing electrical drawings, PLC panel drawings, I	batch-080.json
805	US-SAM:83a1011c56fc4ae0be0ddc8f407d5127	MK 2 Helicopter Weapon Recovery System	DEPT OF DEFENSE	2026-08-28T18:00:00+00:00			LOW		===== FILE: files/Attachment_1_Government_Specifications.pdf ===== SPECIFICATION HELICOPTER WEAPON RECOVERY SYSTEMS (HWRS) Solicitation Numb	batch-080.json
806	US-SAM:ba82bdc3d537450c96e0c64f1cbeebcb	Internal Fence Reconfiguration Services	DEPT OF DEFENSE	2026-08-20T14:00:00+00:00			LOW		DATE 7. FOR SOLICITATION INFORMATION CALL: a. NAME b. TELEPHONE NUMBER (No collect calls) 8. OFFER DUE DATE/ LOCAL TIME 9. ISSUED BY 13b. RA	batch-080.json
807	US-SAM:77786624fa294923becb6423950e05ea	N--Sources Sought - Temporary Mobile Security Camera	INTERIOR, DEPARTMENT OF THE	2026-08-21T19:00:00+00:00			LOW		===== FILE: files/Statement_of_Work_for_VCS_Temp__Cameras_1.pdf ===== Statement of Work Temporary Mobile Security Camera System Location: Vi	batch-080.json
